servicio,canal,canal_origen,urgencia,mensaje_largo,referido,tratamiento_prev,interes_activo,es_mañana,dias_recientes,hora_contacto,dias_desde_contacto,nombre,correo,telefono
Limpieza dental,Instagram,Página web,Media,1,0,1,0,1,0,15,3,Karla Sánchez Quispe,karla22@hotmail.com,+51 911452904
Cirugía oral,Instagram,Recomendación,Alta,0,1,0,1,0,1,19,1,Pedro Flores Sánchez,pedro61@gmail.com,+51 973525655
Cirugía oral,Instagram,Llamada directa,Alta,0,1,0,1,1,1,5,7,Miguel García Ruiz,miguel64@yahoo.es,+51 975688904
Limpieza dental,Instagram,Google Ads,Baja,1,0,0,1,0,1,18,7,Andrea García Rojas,andrea37@yahoo.es,+51 989585992
Limpieza dental,Facebook,Recomendación,Alta,1,0,0,0,1,0,15,6,Miguel Morales Castro,miguel62@outlook.com,+51 971154894
Extracción,Instagram,Llamada directa,Alta,0,0,1,1,0,0,20,8,Raúl Rodríguez Pérez,raúl56@hotmail.com,+51 943983270
Ortodoncia,Instagram,Recomendación,Media,1,0,0,1,0,1,15,6,Raúl Morales Quispe,raúl82@gmail.com,+51 936778781
Implantes,Facebook,Página web,Media,1,0,1,1,1,0,16,0,Diana Quispe Quispe,diana96@hotmail.com,+51 912872783
Carillas,Facebook,Llamada directa,Media,0,0,1,1,1,0,9,4,José Cruz Chávez,josé97@yahoo.es,+51 985367614
Implantes,Facebook,Página web,Baja,1,0,1,0,1,1,19,6,Jessica Torres Gómez,jessica12@yahoo.es,+51 993103205
Limpieza dental,Facebook,Página web,Media,0,0,0,1,0,0,10,7,Fiorella Mendoza Sánchez,fiorella74@outlook.com,+51 920197481
Limpieza dental,Facebook,Llamada directa,Alta,1,0,0,1,1,0,13,6,Carmen Gómez Rojas,carmen65@yahoo.es,+51 923839825
Extracción,Instagram,Llamada directa,Baja,0,0,1,0,0,0,21,7,Raúl Sánchez Rodríguez,raúl17@yahoo.es,+51 980300079
Revisión general,WhatsApp,Llamada directa,Alta,1,1,1,1,1,1,17,3,Renzo Torres Morales,renzo25@yahoo.es,+51 988546487
Implantes,Instagram,Página web,Alta,0,0,1,0,0,1,12,5,Ana Cruz Flores,ana57@yahoo.es,+51 957000228
Extracción,Instagram,Llamada directa,Baja,1,1,0,0,1,1,13,7,Karla Chávez Quispe,karla73@yahoo.es,+51 986142122
Cirugía oral,WhatsApp,Llamada directa,Baja,0,0,1,0,1,0,16,12,Pedro Ruiz García,pedro69@gmail.com,+51 998811506
Carillas,Instagram,Página web,Baja,0,0,1,0,0,0,18,2,Miguel Gómez Cruz,miguel61@gmail.com,+51 949168491
Blanqueamiento,Instagram,Recomendación,Media,1,1,1,0,1,0,10,7,Luis Mendoza Torres,luis73@outlook.com,+51 985981838
Carillas,WhatsApp,Página web,Alta,0,0,0,0,0,0,17,1,Andrea Sánchez García,andrea66@gmail.com,+51 944819557
Implantes,Instagram,Llamada directa,Baja,1,0,1,1,0,0,14,3,Karla Chávez Rodríguez,karla28@yahoo.es,+51 910049414
Blanqueamiento,WhatsApp,Recomendación,Baja,0,1,1,1,0,0,10,8,Lucía Chávez Gómez,lucía38@hotmail.com,+51 968353374
Carillas,Instagram,Recomendación,Media,1,0,1,0,1,0,17,6,Luis Pérez Herrera,luis61@gmail.com,+51 921809460
Implantes,Facebook,Google Ads,Alta,1,0,1,0,0,1,11,4,Rosa Castro Vásquez,rosa32@outlook.com,+51 980633174
Endodoncia,WhatsApp,Recomendación,Alta,0,1,1,0,0,1,10,12,Luis Martínez Morales,luis44@outlook.com,+51 916521164
Carillas,Instagram,Llamada directa,Alta,1,1,1,1,1,0,14,3,Renzo Rodríguez Quispe,renzo78@hotmail.com,+51 942277100
Extracción,Facebook,Recomendación,Media,1,1,0,0,0,1,15,6,Ana Gómez Torres,ana38@hotmail.com,+51 938000479
Ortodoncia,Otro,Recomendación,Alta,0,1,1,0,0,0,13,7,Fernando Gómez Chávez,fernando64@gmail.com,+51 928726521
Carillas,Otro,Google Ads,Alta,0,0,0,0,1,1,9,0,Karla Pérez García,karla92@hotmail.com,+51 983030571
Ortodoncia,Instagram,Recomendación,Baja,0,0,0,1,0,0,20,4,Lucía Martínez Ruiz,lucía59@hotmail.com,+51 975967014
Ortodoncia,Instagram,Google Ads,Baja,1,1,0,0,0,0,17,1,Renzo Herrera Flores,renzo62@yahoo.es,+51 975782603
Blanqueamiento,Instagram,Página web,Alta,0,1,1,0,1,0,16,0,Elena Martínez Martínez,elena77@gmail.com,+51 937621739
Revisión general,Otro,Llamada directa,Media,0,1,1,0,0,0,10,6,Renzo Rodríguez Flores,renzo15@yahoo.es,+51 947078713
Blanqueamiento,WhatsApp,Página web,Baja,1,0,0,1,0,0,12,7,Pedro Mendoza Morales,pedro81@yahoo.es,+51 991297654
Endodoncia,Facebook,Página web,Baja,0,0,0,0,0,1,9,3,Elena Herrera Martínez,elena98@hotmail.com,+51 944653668
Cirugía oral,Otro,Página web,Alta,1,1,1,1,1,0,13,2,Rosa Rojas Flores,rosa41@hotmail.com,+51 990537112
Carillas,Facebook,Llamada directa,Media,1,0,0,1,0,0,9,10,Renzo Sánchez Rojas,renzo84@gmail.com,+51 922058727
Ortodoncia,Instagram,Llamada directa,Media,1,0,1,0,1,0,11,11,Renzo Castro García,renzo44@outlook.com,+51 978383942
Ortodoncia,Otro,Página web,Media,0,0,0,1,0,0,23,7,Pedro Mendoza Pérez,pedro73@yahoo.es,+51 914441062
Cirugía oral,WhatsApp,Recomendación,Alta,1,1,1,0,1,0,24,5,Carmen Herrera Flores,carmen34@hotmail.com,+51 916120555
Implantes,Otro,Página web,Media,0,0,1,1,1,0,14,3,Miguel Torres Martínez,miguel43@yahoo.es,+51 946180271
Cirugía oral,Facebook,Google Ads,Alta,0,0,1,1,0,1,12,6,Andrea Morales Chávez,andrea70@hotmail.com,+51 989048593
Blanqueamiento,Facebook,Google Ads,Media,1,1,1,1,1,1,18,5,José Pérez Ramírez,josé21@gmail.com,+51 916948417
Blanqueamiento,WhatsApp,Recomendación,Media,0,0,1,0,0,1,13,7,Renzo Silva Rojas,renzo97@hotmail.com,+51 946025070
Endodoncia,Otro,Página web,Media,1,0,0,0,0,0,19,9,Fernando Herrera Torres,fernando95@hotmail.com,+51 963872015
Revisión general,Otro,Página web,Media,0,0,1,0,0,1,15,6,Fernando Herrera Herrera,fernando76@yahoo.es,+51 922864328
Carillas,Facebook,Página web,Baja,0,1,1,1,1,1,19,5,Carlos Mendoza Silva,carlos72@gmail.com,+51 948184036
Revisión general,Instagram,Recomendación,Media,1,1,1,0,0,0,19,0,Karla Gómez Quispe,karla60@outlook.com,+51 984577132
Limpieza dental,Otro,Página web,Media,1,0,0,1,0,0,12,6,Jorge Mendoza Ruiz,jorge85@gmail.com,+51 994333557
Cirugía oral,Instagram,Recomendación,Alta,0,1,1,1,0,0,13,7,José Gómez Rojas,josé27@hotmail.com,+51 944048735
Blanqueamiento,WhatsApp,Recomendación,Media,0,0,0,1,1,0,15,8,Carmen Martínez Rodríguez,carmen31@hotmail.com,+51 939453091
Ortodoncia,Facebook,Recomendación,Media,0,1,1,1,0,0,21,0,Ana Herrera Pérez,ana92@yahoo.es,+51 995756736
Ortodoncia,Otro,Llamada directa,Baja,0,1,1,1,0,0,21,6,Ana Castro Gómez,ana31@outlook.com,+51 938415095
Cirugía oral,Facebook,Llamada directa,Media,0,0,0,0,1,1,14,3,Luis Ramírez Quispe,luis36@hotmail.com,+51 935232579
Blanqueamiento,Instagram,Google Ads,Baja,0,1,0,1,1,0,13,7,Renzo Morales García,renzo26@hotmail.com,+51 975478374
Extracción,Otro,Google Ads,Media,1,0,0,1,0,0,17,6,Miguel Ruiz Gómez,miguel44@hotmail.com,+51 948839718
Revisión general,Otro,Llamada directa,Baja,0,0,1,0,0,0,15,3,Jorge García Cruz,jorge80@yahoo.es,+51 983593287
Endodoncia,Facebook,Llamada directa,Baja,0,0,1,1,0,0,16,10,Elena Cruz Pérez,elena97@outlook.com,+51 926464901
Blanqueamiento,Facebook,Página web,Alta,0,0,1,1,0,0,15,4,Luis Rojas Sánchez,luis74@yahoo.es,+51 978858499
Ortodoncia,Facebook,Llamada directa,Media,1,1,0,0,0,1,5,3,Fernando Ramírez Rojas,fernando67@hotmail.com,+51 929844406
Ortodoncia,WhatsApp,Página web,Media,0,0,0,1,1,1,15,4,Diana Flores Ruiz,diana45@yahoo.es,+51 932983496
Implantes,WhatsApp,Recomendación,Media,0,1,0,0,0,0,14,0,Jessica Silva Quispe,jessica97@outlook.com,+51 972159831
Carillas,WhatsApp,Recomendación,Baja,1,0,1,0,0,0,14,0,Carlos Ruiz Rodríguez,carlos20@outlook.com,+51 998883297
Carillas,Facebook,Google Ads,Baja,0,0,0,0,1,0,16,9,Luis García Ramírez,luis26@hotmail.com,+51 976786556
Carillas,Otro,Página web,Baja,1,0,0,1,0,0,9,5,Carmen Torres Flores,carmen32@outlook.com,+51 958646655
Implantes,Facebook,Página web,Baja,0,1,1,1,0,0,16,7,Jorge Rojas Martínez,jorge52@yahoo.es,+51 966459046
Revisión general,Facebook,Página web,Baja,0,1,1,1,0,0,12,6,Karla Cruz Rojas,karla77@gmail.com,+51 943905433
Carillas,WhatsApp,Google Ads,Media,0,0,0,1,0,1,8,6,Elena Gómez Vásquez,elena89@yahoo.es,+51 994534669
Revisión general,Otro,Llamada directa,Alta,1,1,0,1,1,0,17,5,Andrea Flores Quispe,andrea44@outlook.com,+51 945440316
Revisión general,Facebook,Recomendación,Media,0,0,0,1,0,1,16,3,Carmen Cruz Castro,carmen76@outlook.com,+51 937108444
Carillas,Facebook,Recomendación,Media,0,0,1,1,1,0,7,7,Karla Rodríguez Martínez,karla17@hotmail.com,+51 998193044
Extracción,Instagram,Página web,Alta,1,0,1,0,0,0,8,6,Andrea Pérez Morales,andrea71@outlook.com,+51 982394505
Endodoncia,Instagram,Recomendación,Baja,0,1,0,0,0,1,9,1,Karla Chávez Castro,karla28@outlook.com,+51 926022523
Implantes,Instagram,Llamada directa,Media,1,0,0,1,0,0,8,7,Diana Vásquez Chávez,diana46@hotmail.com,+51 993770039
Cirugía oral,Facebook,Página web,Baja,1,1,0,0,1,0,12,10,Raúl Quispe Ramírez,raúl55@outlook.com,+51 995677085
Endodoncia,Instagram,Google Ads,Media,1,0,0,1,1,0,16,6,Renzo Torres Mendoza,renzo35@gmail.com,+51 949296157
Implantes,WhatsApp,Llamada directa,Baja,0,1,0,1,0,0,16,3,Pedro Rojas Torres,pedro68@yahoo.es,+51 986943364
Revisión general,Instagram,Página web,Alta,0,0,1,0,0,1,12,6,Andrea Vásquez Castro,andrea55@yahoo.es,+51 982736335
Ortodoncia,Instagram,Llamada directa,Baja,1,1,1,0,0,0,8,7,Carmen Quispe Ruiz,carmen59@hotmail.com,+51 935606905
Limpieza dental,Instagram,Página web,Alta,1,1,1,1,0,1,15,2,Miguel Chávez García,miguel44@hotmail.com,+51 982435408
Cirugía oral,WhatsApp,Recomendación,Media,1,0,1,1,0,1,16,3,José Ramírez Gómez,josé21@outlook.com,+51 942257201
Cirugía oral,Otro,Google Ads,Media,0,1,0,0,1,0,12,5,Ana Gómez Quispe,ana27@gmail.com,+51 988564396
Blanqueamiento,WhatsApp,Llamada directa,Alta,1,1,1,0,0,1,10,4,Jorge Silva Ramírez,jorge42@hotmail.com,+51 933529962
Ortodoncia,Instagram,Llamada directa,Alta,1,0,0,0,0,1,14,6,Elena García Vásquez,elena80@gmail.com,+51 971984752
Implantes,WhatsApp,Página web,Baja,1,1,1,1,0,0,11,9,Luis Martínez Torres,luis89@yahoo.es,+51 962260462
Ortodoncia,Otro,Página web,Baja,0,1,1,1,0,0,6,0,Luis Morales Martínez,luis25@outlook.com,+51 981457246
Blanqueamiento,Facebook,Llamada directa,Alta,0,1,1,0,0,0,9,1,Jorge Quispe García,jorge36@yahoo.es,+51 945290062
Endodoncia,Otro,Recomendación,Baja,1,1,1,0,1,0,11,4,María Rodríguez Pérez,maría86@gmail.com,+51 920571706
Ortodoncia,Otro,Llamada directa,Alta,0,0,1,0,1,1,19,6,Miguel Silva Cruz,miguel14@yahoo.es,+51 967492194
Carillas,WhatsApp,Recomendación,Media,1,1,1,0,1,0,11,1,Ana Mendoza Martínez,ana99@outlook.com,+51 962189271
Blanqueamiento,Instagram,Llamada directa,Alta,1,1,1,1,1,0,12,11,Ana Chávez Ruiz,ana14@outlook.com,+51 947109285
Cirugía oral,WhatsApp,Página web,Alta,1,0,1,0,0,0,15,8,Elena Silva Morales,elena87@yahoo.es,+51 971442587
Limpieza dental,Instagram,Recomendación,Alta,1,0,0,1,0,1,15,1,Jessica Torres Vásquez,jessica89@outlook.com,+51 949333148
Limpieza dental,Instagram,Google Ads,Baja,0,1,0,0,1,0,9,5,Miguel Rojas Ruiz,miguel54@hotmail.com,+51 925176995
Carillas,Otro,Google Ads,Media,1,0,0,1,0,1,13,6,Andrea Vásquez Rodríguez,andrea40@gmail.com,+51 995699278
Carillas,Otro,Página web,Alta,1,1,1,1,0,1,19,2,Carmen Torres Gómez,carmen32@outlook.com,+51 910482903
Carillas,WhatsApp,Llamada directa,Media,1,0,1,1,0,0,15,0,Ana Flores Martínez,ana38@outlook.com,+51 972019037
Implantes,Facebook,Llamada directa,Baja,0,1,0,0,0,1,17,2,Diana Cruz García,diana98@hotmail.com,+51 976051808
Cirugía oral,Facebook,Google Ads,Baja,0,0,0,0,1,1,16,8,Jessica Silva Herrera,jessica27@hotmail.com,+51 994121858
Endodoncia,Otro,Recomendación,Alta,0,0,0,1,0,0,10,1,Karla Ramírez Castro,karla83@yahoo.es,+51 927404805
Endodoncia,Otro,Recomendación,Alta,1,1,1,1,1,0,18,9,Miguel Quispe Chávez,miguel48@gmail.com,+51 966096276
Endodoncia,WhatsApp,Llamada directa,Baja,0,1,1,0,0,0,11,2,Carlos Chávez García,carlos13@hotmail.com,+51 968728699
Carillas,Otro,Recomendación,Baja,0,0,0,0,0,0,12,0,María Flores Sánchez,maría10@gmail.com,+51 973256400
Blanqueamiento,Otro,Google Ads,Alta,0,1,0,1,0,1,13,9,Karla Morales Castro,karla83@yahoo.es,+51 924346923
Extracción,Instagram,Recomendación,Media,1,0,0,1,0,0,19,3,Pedro Gómez Pérez,pedro72@gmail.com,+51 998145793
Cirugía oral,Instagram,Página web,Alta,0,1,1,0,0,0,20,4,Rosa Castro Morales,rosa63@hotmail.com,+51 977881246
Limpieza dental,Facebook,Recomendación,Media,0,0,1,1,0,0,8,6,Lucía Sánchez Quispe,lucía97@yahoo.es,+51 987192806
Ortodoncia,WhatsApp,Google Ads,Baja,0,1,1,1,0,0,16,1,Fernando Quispe Mendoza,fernando69@yahoo.es,+51 955847002
Cirugía oral,WhatsApp,Recomendación,Baja,0,1,0,0,0,0,5,2,Diana Mendoza Cruz,diana25@outlook.com,+51 988478880
Implantes,Instagram,Google Ads,Alta,0,1,0,0,0,0,17,4,Pedro Pérez Castro,pedro67@hotmail.com,+51 936392797
Implantes,Instagram,Llamada directa,Media,1,1,1,1,1,0,11,8,Fernando Rojas Quispe,fernando15@gmail.com,+51 992485041
Blanqueamiento,Facebook,Recomendación,Baja,1,1,1,1,0,1,16,6,Rosa Quispe Rodríguez,rosa20@yahoo.es,+51 961775571
Limpieza dental,WhatsApp,Recomendación,Baja,1,0,1,0,0,0,16,6,Diana Ramírez Rojas,diana21@hotmail.com,+51 938004684
Extracción,Instagram,Recomendación,Baja,0,0,0,0,0,0,9,8,Lucía Morales Rodríguez,lucía48@gmail.com,+51 921406141
Endodoncia,Otro,Google Ads,Alta,0,1,0,1,0,1,18,7,Rosa Silva Sánchez,rosa19@outlook.com,+51 915813013
Endodoncia,Facebook,Google Ads,Baja,1,1,1,1,0,0,11,2,Diana Herrera Ruiz,diana85@gmail.com,+51 917374685
Carillas,Instagram,Google Ads,Baja,0,1,0,0,0,1,6,3,Elena Cruz Quispe,elena99@gmail.com,+51 913381246
Carillas,Otro,Recomendación,Alta,1,0,1,1,1,0,15,7,Carlos Morales Martínez,carlos71@gmail.com,+51 972400855
Blanqueamiento,Otro,Google Ads,Media,1,0,1,0,0,1,15,5,María Sánchez Gómez,maría52@gmail.com,+51 947071509
Revisión general,Otro,Llamada directa,Media,0,0,0,1,0,0,18,5,Carlos Pérez Gómez,carlos24@hotmail.com,+51 953643637
Cirugía oral,Otro,Página web,Alta,0,0,1,1,0,1,9,0,Renzo Vásquez Gómez,renzo33@yahoo.es,+51 954598161
Ortodoncia,Otro,Recomendación,Media,0,1,0,1,0,1,6,5,Elena Silva Sánchez,elena11@yahoo.es,+51 962771561
Extracción,WhatsApp,Página web,Media,0,1,0,0,1,1,12,7,Fernando Vásquez Chávez,fernando65@yahoo.es,+51 964652368
Carillas,Facebook,Llamada directa,Alta,1,0,1,1,0,0,13,4,Pedro Rodríguez Castro,pedro30@yahoo.es,+51 957003502
Endodoncia,Instagram,Recomendación,Alta,0,0,0,0,0,1,10,4,Fiorella García Flores,fiorella12@hotmail.com,+51 918801850
Carillas,Facebook,Página web,Baja,0,1,1,0,0,1,11,10,Carmen Vásquez Chávez,carmen13@hotmail.com,+51 991346548
Implantes,Instagram,Página web,Media,1,0,1,1,0,1,13,3,José Castro Mendoza,josé80@hotmail.com,+51 959282531
Extracción,Facebook,Página web,Alta,0,1,1,1,0,0,6,11,Diana Rodríguez Gómez,diana51@hotmail.com,+51 950520186
Revisión general,Facebook,Llamada directa,Baja,1,0,1,1,0,0,11,0,María Sánchez Ramírez,maría85@gmail.com,+51 958963979
Cirugía oral,Facebook,Llamada directa,Baja,0,0,0,0,1,0,16,6,Ana García Sánchez,ana13@hotmail.com,+51 915739198
Blanqueamiento,WhatsApp,Recomendación,Alta,1,1,0,1,1,0,19,0,Karla Silva Ruiz,karla56@hotmail.com,+51 961944088
Cirugía oral,WhatsApp,Google Ads,Baja,0,0,0,0,0,1,9,7,Fernando Cruz Vásquez,fernando52@yahoo.es,+51 910005979
Limpieza dental,WhatsApp,Google Ads,Baja,0,1,1,0,0,0,14,2,José Herrera Sánchez,josé82@outlook.com,+51 933478420
Implantes,Facebook,Recomendación,Media,0,0,0,1,0,1,20,1,Jessica Sánchez Cruz,jessica33@gmail.com,+51 919308936
Blanqueamiento,Otro,Página web,Baja,0,1,0,0,0,0,17,3,Rosa Vásquez Mendoza,rosa22@outlook.com,+51 963485043
Carillas,WhatsApp,Página web,Baja,0,1,1,1,1,0,15,3,Ana Vásquez Rodríguez,ana48@outlook.com,+51 936654200
Ortodoncia,Otro,Llamada directa,Baja,0,1,0,1,0,0,9,5,Rosa Gómez Pérez,rosa30@hotmail.com,+51 911827865
Carillas,Facebook,Recomendación,Alta,1,0,1,1,1,0,19,7,Carlos Rodríguez Ruiz,carlos94@outlook.com,+51 996679814
Endodoncia,WhatsApp,Google Ads,Alta,1,1,1,0,1,0,12,9,Luis Silva Morales,luis32@outlook.com,+51 984122824
Endodoncia,Otro,Recomendación,Baja,1,1,1,0,1,0,11,11,Carlos Rodríguez Quispe,carlos63@outlook.com,+51 958172079
Carillas,Otro,Página web,Baja,1,1,1,1,0,0,16,4,Lucía Morales Sánchez,lucía17@yahoo.es,+51 948372486
Endodoncia,Otro,Página web,Baja,0,1,1,0,0,1,13,4,Jorge Morales Ruiz,jorge10@outlook.com,+51 916921721
Endodoncia,Otro,Google Ads,Baja,0,0,1,0,0,1,15,5,Ana Cruz Castro,ana61@hotmail.com,+51 936954975
Limpieza dental,Facebook,Recomendación,Baja,0,0,1,0,0,1,17,3,Carmen Rojas Mendoza,carmen44@hotmail.com,+51 957989320
Limpieza dental,Otro,Página web,Media,0,0,1,0,0,1,17,0,Jorge Mendoza Rodríguez,jorge24@yahoo.es,+51 993798887
Carillas,Instagram,Recomendación,Baja,1,0,0,0,0,1,12,6,José Flores García,josé19@outlook.com,+51 929774267
Endodoncia,Otro,Google Ads,Media,1,1,0,0,1,0,21,1,María Ruiz Rodríguez,maría56@yahoo.es,+51 916781800
Revisión general,WhatsApp,Llamada directa,Media,1,1,0,1,0,1,28,5,Diana García Torres,diana77@yahoo.es,+51 913659493
Extracción,Instagram,Google Ads,Media,1,1,0,1,0,0,15,3,Rosa Quispe Vásquez,rosa84@outlook.com,+51 920447527
Ortodoncia,Otro,Llamada directa,Media,1,0,0,1,0,0,19,1,Elena Martínez Torres,elena14@hotmail.com,+51 999138903
Carillas,WhatsApp,Google Ads,Alta,1,1,0,0,0,0,16,3,Lucía Morales García,lucía73@gmail.com,+51 985554567
Blanqueamiento,Instagram,Llamada directa,Alta,0,0,0,0,1,0,13,2,Karla Vásquez Herrera,karla77@gmail.com,+51 937873140
Extracción,Otro,Llamada directa,Baja,1,0,0,1,0,0,15,5,Fernando Quispe Flores,fernando32@hotmail.com,+51 914304869
Limpieza dental,WhatsApp,Google Ads,Baja,0,1,1,0,0,0,12,4,Fernando Cruz Gómez,fernando99@outlook.com,+51 972638495
Blanqueamiento,Instagram,Página web,Baja,0,0,0,0,1,1,11,5,Diana Flores Chávez,diana78@hotmail.com,+51 989185474
Extracción,WhatsApp,Recomendación,Media,1,1,1,0,0,0,11,1,Rosa Torres Rodríguez,rosa88@hotmail.com,+51 960620386
Revisión general,Otro,Llamada directa,Media,0,1,0,0,0,0,15,6,Lucía Pérez Torres,lucía83@hotmail.com,+51 951723798
Extracción,Otro,Página web,Baja,0,1,1,0,0,1,17,10,Diana Gómez Ruiz,diana63@yahoo.es,+51 910330610
Extracción,Otro,Página web,Alta,0,1,0,0,0,0,14,6,Elena Ruiz Rojas,elena82@gmail.com,+51 965294225
Endodoncia,Facebook,Recomendación,Baja,1,1,0,1,1,1,14,8,Ana Sánchez Ruiz,ana11@hotmail.com,+51 974012769
Blanqueamiento,Otro,Recomendación,Alta,1,0,1,1,0,0,17,4,Renzo Rojas Mendoza,renzo70@yahoo.es,+51 942329275
Carillas,WhatsApp,Google Ads,Media,0,0,0,1,0,0,10,4,Jorge Pérez Quispe,jorge56@outlook.com,+51 975188415
Extracción,WhatsApp,Google Ads,Media,1,0,0,0,0,1,11,7,Carmen Flores Silva,carmen32@gmail.com,+51 960292862
Extracción,Facebook,Recomendación,Alta,1,1,0,0,0,0,14,4,Jorge Flores Ruiz,jorge97@gmail.com,+51 954325838
Cirugía oral,Instagram,Llamada directa,Media,0,1,0,1,0,1,11,8,Rosa Gómez Torres,rosa91@outlook.com,+51 918999929
Endodoncia,WhatsApp,Llamada directa,Media,1,1,1,1,0,0,18,5,Elena Torres Flores,elena85@gmail.com,+51 958419085
Carillas,WhatsApp,Llamada directa,Baja,1,0,1,1,0,1,9,6,José Rodríguez Rojas,josé52@yahoo.es,+51 963936330
Endodoncia,Facebook,Google Ads,Media,1,1,1,0,0,1,12,3,Andrea Gómez Mendoza,andrea14@yahoo.es,+51 914736095
Implantes,Instagram,Llamada directa,Media,0,1,0,0,1,1,12,1,Lucía Ruiz Gómez,lucía25@gmail.com,+51 991149098
Revisión general,Facebook,Google Ads,Baja,0,1,0,1,0,0,16,5,Fernando Martínez Torres,fernando41@yahoo.es,+51 936580146
Extracción,Instagram,Llamada directa,Alta,1,0,0,1,1,1,12,4,Jorge Rodríguez Chávez,jorge98@hotmail.com,+51 976494259
Carillas,Otro,Página web,Baja,1,1,0,0,0,1,9,3,Elena Martínez Quispe,elena71@outlook.com,+51 986423306
Limpieza dental,Instagram,Recomendación,Media,0,0,1,1,1,1,16,6,Carlos García Herrera,carlos27@gmail.com,+51 963459453
Limpieza dental,Instagram,Recomendación,Media,0,0,0,0,0,0,14,8,Ana García Sánchez,ana38@yahoo.es,+51 974170598
Carillas,Otro,Recomendación,Media,1,1,0,1,1,0,12,9,Raúl Vásquez Ramírez,raúl10@hotmail.com,+51 922753418
Cirugía oral,WhatsApp,Llamada directa,Media,0,1,1,1,1,1,16,5,Jessica García Morales,jessica99@outlook.com,+51 925110661
Implantes,WhatsApp,Página web,Alta,1,1,1,0,0,0,19,3,Rosa Martínez Gómez,rosa56@gmail.com,+51 966835982
Extracción,WhatsApp,Google Ads,Baja,1,1,1,1,0,0,16,2,José Sánchez Ruiz,josé21@hotmail.com,+51 920721648
Extracción,Facebook,Google Ads,Baja,0,1,0,1,0,0,13,12,Lucía Herrera Morales,lucía19@yahoo.es,+51 922254469
Carillas,WhatsApp,Google Ads,Media,0,0,1,0,1,0,16,9,Renzo Torres Pérez,renzo97@gmail.com,+51 941174197
Ortodoncia,Facebook,Google Ads,Alta,1,0,1,0,0,0,8,5,Karla Chávez Rojas,karla36@yahoo.es,+51 994135692
Cirugía oral,Otro,Llamada directa,Media,1,1,0,0,0,0,14,0,Jorge Silva Flores,jorge90@gmail.com,+51 950973991
Carillas,Instagram,Recomendación,Alta,1,0,1,1,0,0,14,5,Fernando Pérez Vásquez,fernando57@gmail.com,+51 920864080
Extracción,Otro,Recomendación,Media,0,0,0,0,1,0,12,8,Karla Flores Rojas,karla79@yahoo.es,+51 915083572
Limpieza dental,Facebook,Recomendación,Media,0,0,1,0,0,1,20,3,Ana Vásquez Mendoza,ana87@gmail.com,+51 985288400
Blanqueamiento,Instagram,Recomendación,Baja,1,0,1,0,0,0,12,1,Pedro Chávez Torres,pedro92@gmail.com,+51 981057886
Ortodoncia,Otro,Página web,Baja,1,1,0,1,0,0,16,7,Miguel Ruiz Vásquez,miguel38@gmail.com,+51 988002607
Ortodoncia,Facebook,Página web,Alta,0,1,0,0,1,1,14,5,Elena Torres García,elena49@yahoo.es,+51 968172722
Limpieza dental,Instagram,Llamada directa,Media,0,1,1,1,0,1,9,5,Jorge Flores Quispe,jorge45@gmail.com,+51 990859891
Extracción,WhatsApp,Google Ads,Media,0,0,1,0,0,0,9,5,María Flores Martínez,maría67@yahoo.es,+51 917048042
Limpieza dental,Facebook,Página web,Baja,0,1,1,0,0,0,12,1,José Chávez Chávez,josé99@gmail.com,+51 972919232
Blanqueamiento,WhatsApp,Página web,Media,1,0,0,0,0,1,15,3,Fiorella Silva Quispe,fiorella80@outlook.com,+51 987192873
Extracción,Facebook,Página web,Alta,0,0,1,0,0,0,7,5,Jorge Ramírez Silva,jorge27@gmail.com,+51 938615251
Limpieza dental,Otro,Página web,Alta,0,1,1,0,1,1,9,1,Fernando Silva Torres,fernando93@gmail.com,+51 963268522
Implantes,WhatsApp,Google Ads,Baja,1,1,0,1,0,0,12,2,Elena Silva Cruz,elena62@yahoo.es,+51 993367751
Carillas,Instagram,Llamada directa,Media,1,1,1,0,0,1,14,10,Andrea Ruiz Silva,andrea15@outlook.com,+51 960191362
Ortodoncia,Instagram,Llamada directa,Media,1,1,0,1,0,0,14,6,Diana Sánchez Martínez,diana90@yahoo.es,+51 971355901
Extracción,Otro,Recomendación,Media,1,0,0,0,0,0,13,6,Ana García Martínez,ana74@yahoo.es,+51 954595436
Revisión general,Facebook,Recomendación,Alta,0,1,1,1,0,0,12,7,Carmen Gómez Torres,carmen29@outlook.com,+51 987879794
Carillas,WhatsApp,Google Ads,Alta,1,0,1,1,1,1,10,7,Carlos Martínez Flores,carlos79@gmail.com,+51 952361508
Ortodoncia,Facebook,Llamada directa,Alta,0,0,0,0,1,0,15,5,Carlos Cruz Rojas,carlos70@outlook.com,+51 992802461
